"Time (s)","Pressure (hPa)"
1.164600000E-1,1.017989258E3
1.964600000E-1,1.017982422E3
2.764646870E-1,1.017970215E3
3.564615620E-1,1.017966309E3
4.364615620E-1,1.017972656E3
5.164631250E-1,1.017970215E3
5.964600000E-1,1.017961914E3
6.764600000E-1,1.017952637E3
7.564615620E-1,1.017955566E3
8.364600000E-1,1.017946777E3
9.164600000E-1,1.017918945E3
9.964615620E-1,1.017908691E3
1.076461562E0,1.017904785E3
1.156460000E0,1.017900391E3
1.236460000E0,1.017899902E3
1.316460000E0,1.017895996E3
1.396460000E0,1.017891113E3
1.476460000E0,1.017891602E3
1.556460000E0,1.017895020E3
1.636461562E0,1.017888184E3
1.716461562E0,1.017872070E3
1.796461562E0,1.017862793E3
1.876460000E0,1.017868652E3
1.956460000E0,1.017862305E3
2.036460000E0,1.017865723E3
2.116460000E0,1.017868652E3
2.196460000E0,1.017866699E3
2.276461562E0,1.017865723E3
2.356461562E0,1.017868164E3
2.436460000E0,1.017874023E3
2.516460000E0,1.017870117E3
2.596460000E0,1.017873047E3
2.676460000E0,1.017877441E3
2.756460000E0,1.017887695E3
2.836460000E0,1.017889160E3
2.916460000E0,1.017888672E3
2.996461562E0,1.017900879E3
3.076461562E0,1.017906250E3
3.156460000E0,1.017904785E3
3.236460000E0,1.017904785E3
3.316461562E0,1.017907715E3
3.396460000E0,1.017925293E3
3.476460000E0,1.017926758E3
3.556460000E0,1.017937500E3
3.636461562E0,1.017951660E3
3.716461562E0,1.017945312E3
3.796461562E0,1.017931641E3
3.876460000E0,1.017944336E3
3.956460000E0,1.017925293E3
4.036460000E0,1.017900879E3
4.116460000E0,1.017922363E3
4.196460000E0,1.017948242E3
4.276461562E0,1.017977051E3
4.356461562E0,1.017993164E3
4.436461562E0,1.017969727E3
4.516460000E0,1.017957031E3
4.596460000E0,1.017983398E3
4.676460000E0,1.017973145E3
4.756460000E0,1.017944336E3
4.836460000E0,1.017937012E3
4.916460000E0,1.017940918E3
4.996461562E0,1.017947754E3
5.076460000E0,1.017948242E3
5.156460000E0,1.017965332E3
5.236460000E0,1.017951660E3
5.316460000E0,1.017947754E3
5.396460000E0,1.017946777E3
5.476460000E0,1.017948242E3
5.556460000E0,1.017943848E3
5.636461562E0,1.017948730E3
5.716461562E0,1.017963867E3
5.796461562E0,1.017971191E3
5.876460000E0,1.017942383E3
5.956460000E0,1.017936523E3
6.036460000E0,1.017929199E3
6.116464687E0,1.017939453E3
6.196460000E0,1.017947754E3
6.276460000E0,1.017955566E3
6.356460000E0,1.017953125E3
6.436460000E0,1.017924316E3
6.516460000E0,1.017928223E3
6.596460000E0,1.017954590E3
6.676460000E0,1.017945801E3
6.756460000E0,1.017960938E3
6.836460000E0,1.017982422E3
6.916460000E0,1.017979980E3
6.996466250E0,1.017951172E3
7.076460000E0,1.017954590E3
7.156460000E0,1.017969238E3
7.236461562E0,1.017964844E3
7.316460000E0,1.017945801E3
7.396460000E0,1.017954590E3
7.476460000E0,1.017955566E3
7.556460000E0,1.017926758E3
7.636461562E0,1.017928223E3
7.716461562E0,1.017924316E3
7.796461562E0,1.017926758E3
7.876460000E0,1.017931641E3
7.956460000E0,1.017960449E3
8.036460000E0,1.017950684E3
8.116460000E0,1.017921875E3
8.196460000E0,1.017936035E3
8.276460000E0,1.017946289E3
8.356461562E0,1.017946777E3
8.436461562E0,1.017942871E3
8.516460000E0,1.017966309E3
8.596460000E0,1.017962891E3
8.676460000E0,1.017933594E3
8.756460000E0,1.017905762E3
8.836460000E0,1.017935059E3
8.916460000E0,1.017943359E3
8.996461562E0,1.017937988E3
9.076461562E0,1.017959473E3
9.156460000E0,1.017958496E3
9.236460000E0,1.017929688E3
9.316460000E0,1.017937988E3
9.396460000E0,1.017939453E3
9.476460000E0,1.017941895E3
9.556460000E0,1.017943359E3
9.636461562E0,1.017966309E3
9.716461562E0,1.017940918E3
9.796461562E0,1.017912109E3
9.876460000E0,1.017921387E3
9.956460000E0,1.017935059E3
1.003646000E1,1.017918457E3
1.011646000E1,1.017928711E3
1.019646000E1,1.017956543E3
1.027646000E1,1.017962891E3
1.035646156E1,1.017939453E3
1.043646000E1,1.017935059E3
1.051646000E1,1.017929199E3
1.059646469E1,1.017943848E3
1.067646000E1,1.017929688E3
1.075646000E1,1.017944336E3
1.083646625E1,1.017930664E3
1.091646000E1,1.017912598E3
1.099646156E1,1.017922363E3
1.107646156E1,1.017934082E3
1.115646156E1,1.017926758E3
1.123646000E1,1.017914062E3
1.131646000E1,1.017938965E3
1.139646000E1,1.017967773E3
1.147646000E1,1.017949219E3
1.155646000E1,1.017940430E3
1.163646000E1,1.017949219E3
1.171646156E1,1.017944824E3
1.179646156E1,1.017934570E3
1.187646000E1,1.017948242E3
1.195646000E1,1.017945801E3
1.203646000E1,1.017944336E3
1.211646000E1,1.017925781E3
1.219646000E1,1.017924316E3
1.227646000E1,1.017919922E3
1.235646156E1,1.017916504E3
1.243646156E1,1.017945312E3
1.251646156E1,1.017949707E3
1.259646000E1,1.017939453E3
1.267646000E1,1.017910645E3
1.275646000E1,1.017929199E3
1.283646000E1,1.017934570E3
1.291646000E1,1.017947266E3
1.299646156E1,1.017951660E3
1.307646156E1,1.017950684E3
1.315646156E1,1.017950684E3
1.323646000E1,1.017932617E3
1.331646000E1,1.017956543E3
1.339646000E1,1.017958496E3
1.347646156E1,1.017943848E3
1.355646000E1,1.017963379E3
1.363646000E1,1.017973633E3
1.371646156E1,1.017951660E3
1.379646156E1,1.017936035E3
1.387646000E1,1.017941406E3
1.395646781E1,1.017930664E3
1.403646000E1,1.017951172E3
1.411646000E1,1.017959961E3
1.419646000E1,1.017959961E3
1.427646000E1,1.017957031E3
1.435646156E1,1.017928223E3
1.443646156E1,1.017947754E3
1.451646000E1,1.017955078E3
1.459646000E1,1.017940918E3
1.467646000E1,1.017948730E3
1.475646000E1,1.017954590E3
1.483646000E1,1.017936035E3
1.491646000E1,1.017925293E3
1.499646156E1,1.017932129E3
1.507646156E1,1.017934082E3
1.515646156E1,1.017942871E3
1.523646000E1,1.017955078E3
1.531646000E1,1.017938477E3
1.539646000E1,1.017938477E3
1.547646000E1,1.017913574E3
1.555646000E1,1.017921875E3
1.563646000E1,1.017950684E3
1.571646156E1,1.017942871E3
1.579646156E1,1.017952637E3
1.587646156E1,1.017978516E3
1.595646000E1,1.017949219E3
1.603646000E1,1.017920410E3
1.611646000E1,1.017914062E3
1.619646156E1,1.017927734E3
1.627646156E1,1.017926758E3
1.635646156E1,1.017947266E3
1.643646156E1,1.017947266E3
1.651646156E1,1.017947266E3
1.659646000E1,1.017917969E3
1.667646000E1,1.017946777E3
1.675646000E1,1.017954590E3
1.683646000E1,1.017960449E3
1.691646000E1,1.017967285E3
1.699646156E1,1.017971191E3
1.707646156E1,1.017942383E3
1.715646156E1,1.017924805E3
1.723646000E1,1.017922852E3
1.731646000E1,1.017929688E3
1.739646000E1,1.017958984E3
1.747646156E1,1.017969727E3
1.755646000E1,1.017966309E3
1.763646156E1,1.017937500E3
1.771646156E1,1.017939941E3
1.779646156E1,1.017946289E3
1.787646000E1,1.017938477E3
1.795646000E1,1.017945312E3
1.803646000E1,1.017960449E3
1.811646156E1,1.017955566E3
1.819646312E1,1.017926758E3
1.827646000E1,1.017930176E3
1.835646156E1,1.017931641E3
1.843646469E1,1.017948242E3
1.851646156E1,1.017964355E3
1.859646000E1,1.017983887E3
1.867646000E1,1.017982422E3
1.875646000E1,1.017953613E3
1.883646000E1,1.017941895E3
1.891646000E1,1.017960938E3
1.899646000E1,1.017963867E3
1.907646156E1,1.017955078E3
1.915646156E1,1.017972168E3
1.923646000E1,1.017977539E3
1.931646000E1,1.017948730E3
1.939646000E1,1.017926270E3
1.947646000E1,1.017934082E3
1.955646000E1,1.017949219E3
1.963646000E1,1.017960938E3
1.971646156E1,1.017977051E3
1.979646156E1,1.017969238E3
1.987646156E1,1.017940430E3
1.995646000E1,1.017944824E3
2.003646000E1,1.017953613E3
2.011646000E1,1.017958496E3
2.019646000E1,1.017969238E3
2.027646000E1,1.017981445E3
2.035646156E1,1.017965332E3
2.043646156E1,1.017936523E3
2.051646000E1,1.017934570E3
2.059646000E1,1.017943848E3
2.067646000E1,1.017958008E3
2.075646000E1,1.017958984E3
2.083646000E1,1.017968262E3
2.091646156E1,1.017964844E3
2.099646000E1,1.017949707E3
2.107646156E1,1.017944824E3
2.115646156E1,1.017950195E3
2.123646000E1,1.017946289E3
2.131646000E1,1.017957520E3
2.139646000E1,1.017968750E3
2.147646000E1,1.017958008E3
2.155646000E1,1.017939453E3
2.163646000E1,1.017945801E3
2.171646156E1,1.017950195E3
2.179646156E1,1.017947754E3
2.187646156E1,1.017949707E3
2.195646000E1,1.017955566E3
2.203646000E1,1.017937012E3
2.211646000E1,1.017923828E3
2.219646000E1,1.017945312E3
2.227646000E1,1.017962402E3
2.235646156E1,1.017944336E3
2.243646156E1,1.017954102E3
2.251646156E1,1.017979492E3
2.259646000E1,1.017965820E3
2.267646000E1,1.017937012E3
2.275646000E1,1.017944824E3
2.283646000E1,1.017951660E3
2.291646000E1,1.017978516E3
2.299646000E1,1.017981934E3
2.307646156E1,1.017970703E3
2.315646156E1,1.017967285E3
2.323646000E1,1.017938477E3
2.331646000E1,1.017948730E3
2.339646000E1,1.017962891E3
2.347646000E1,1.017964355E3
2.355646000E1,1.017979492E3
2.363646938E1,1.018002930E3
2.371646156E1,1.017974121E3
2.379646000E1,1.017947266E3
2.387646469E1,1.017961914E3
2.395646000E1,1.017954102E3
2.403646000E1,1.017960449E3
2.411646156E1,1.017977539E3
2.419646000E1,1.017973633E3
2.427646000E1,1.017952637E3
2.435646156E1,1.017938477E3
2.443646156E1,1.017961426E3
2.451646156E1,1.017969727E3
2.459646000E1,1.017959473E3
2.467646000E1,1.017976074E3
2.475646000E1,1.017969238E3
2.483646000E1,1.017940430E3
2.491646000E1,1.017936523E3
2.499646156E1,1.017949707E3
2.507646156E1,1.017963379E3
2.515646156E1,1.017976074E3
2.523646156E1,1.017995117E3
2.531646000E1,1.017966309E3
2.539646156E1,1.017947754E3
2.547646000E1,1.017948242E3
2.555646000E1,1.017958008E3
2.563646000E1,1.017951172E3
2.571646156E1,1.017966797E3
2.579646156E1,1.017969727E3
2.587646156E1,1.017963379E3
2.595646000E1,1.017935059E3
2.603646000E1,1.017950684E3
2.611646156E1,1.017954102E3
2.619646000E1,1.017953613E3
2.627646000E1,1.017958984E3
2.635646000E1,1.017958984E3
2.643646156E1,1.017958984E3
2.651646156E1,1.017940430E3
2.659646000E1,1.017960938E3
2.667646000E1,1.017981934E3
2.675646000E1,1.017959961E3
2.683646156E1,1.017965820E3
2.691646000E1,1.017963379E3
2.699646000E1,1.017946777E3
2.707646156E1,1.017933105E3
2.715646156E1,1.017950195E3
2.723646156E1,1.017952148E3
2.731646156E1,1.017950684E3
2.739646000E1,1.017971680E3
2.747646000E1,1.017964844E3
2.755646000E1,1.017964844E3
2.763646000E1,1.017937988E3
2.771646156E1,1.017958496E3
2.779646156E1,1.017969238E3
2.787646156E1,1.017957520E3
2.795646000E1,1.017963867E3
2.803646000E1,1.017974121E3
2.811646156E1,1.017951172E3
2.819646000E1,1.017936523E3
2.827646000E1,1.017959961E3
2.835646781E1,1.017964355E3
2.843646156E1,1.017956055E3
2.851646000E1,1.017982422E3
2.859646000E1,1.017973145E3
2.867646000E1,1.017944336E3
2.875646000E1,1.017934082E3
2.883646000E1,1.017934082E3
2.891646156E1,1.017954590E3
2.899646000E1,1.017946289E3
2.907646156E1,1.017971191E3
2.915646156E1,1.017963379E3
2.923646000E1,1.017934570E3
2.931646000E1,1.017906738E3
2.939646000E1,1.017930664E3
2.947646156E1,1.017940430E3
2.955646000E1,1.017969238E3
2.963646000E1,1.017969727E3
2.971646000E1,1.017954102E3
2.979646156E1,1.017924805E3
2.987646156E1,1.017924805E3
2.995646000E1,1.017944336E3
3.003646000E1,1.017927246E3
3.011646000E1,1.017932129E3
3.019646000E1,1.017956543E3
3.027646000E1,1.017945801E3
3.035646000E1,1.017917969E3
3.043646156E1,1.017934082E3
3.051646156E1,1.017924805E3
3.059646000E1,1.017934082E3
3.067646000E1,1.017944824E3
3.075646000E1,1.017935059E3
3.083646000E1,1.017935059E3
3.091646000E1,1.017928711E3
3.099646000E1,1.017931152E3
3.107646156E1,1.017943848E3
3.115646156E1,1.017943848E3
3.123646156E1,1.017946777E3
3.131646000E1,1.017953613E3
3.139646000E1,1.017924805E3
3.147646000E1,1.017900879E3
3.155646000E1,1.017918457E3
3.163646000E1,1.017938965E3
3.171646781E1,1.017942383E3
3.179646156E1,1.017957031E3
3.187646156E1,1.017960449E3
3.195646000E1,1.017931641E3
3.203646156E1,1.017915039E3
3.211646000E1,1.017934082E3
3.219646156E1,1.017935059E3
3.227646000E1,1.017939941E3
3.235646000E1,1.017954102E3
3.243646156E1,1.017964355E3
3.251646156E1,1.017935547E3
3.259646000E1,1.017914062E3
3.267646000E1,1.017934082E3
3.275646000E1,1.017949219E3
3.283646938E1,1.017947754E3
3.291646000E1,1.017967773E3
3.299646000E1,1.017967773E3
3.307646156E1,1.017938965E3
3.315646156E1,1.017945801E3
3.323646156E1,1.017965332E3
3.331646000E1,1.017948242E3
3.339646156E1,1.017955566E3
3.347646000E1,1.017984375E3
3.355646000E1,1.017972656E3
3.363646000E1,1.017943848E3
3.371646000E1,1.017928711E3
3.379646156E1,1.017931641E3
3.387646156E1,1.017935547E3
3.395646000E1,1.017946777E3
3.403646000E1,1.017953613E3
3.411646000E1,1.017953613E3
3.419646000E1,1.017924805E3
3.427646000E1,1.017931641E3
3.435646000E1,1.017941406E3
3.443646156E1,1.017932129E3
3.451646156E1,1.017958984E3
3.459646156E1,1.017975098E3
3.467646000E1,1.017946289E3
3.475646000E1,1.017917480E3
3.483646156E1,1.017933594E3
3.491646000E1,1.017928223E3
3.499646000E1,1.017936035E3
3.507646000E1,1.017959473E3
3.515646156E1,1.017948242E3
3.523646156E1,1.017925781E3
3.531646156E1,1.017931152E3
3.539646000E1,1.017953613E3
3.547646000E1,1.017955078E3
3.555646000E1,1.017959961E3
3.563646000E1,1.017978516E3
3.571646156E1,1.017953613E3
3.579646156E1,1.017924316E3
3.587646156E1,1.017915527E3
3.595646156E1,1.017942871E3
3.603646000E1,1.017932617E3
3.611646000E1,1.017950684E3
3.619646000E1,1.017951660E3
3.627646000E1,1.017946289E3
3.635646000E1,1.017917480E3
3.643646156E1,1.017938965E3
3.651646000E1,1.017961914E3
3.659646000E1,1.017953613E3
3.667646000E1,1.017960938E3
3.675646000E1,1.017977051E3
3.683646000E1,1.017953125E3
3.691646000E1,1.017924316E3
3.699646000E1,1.017913574E3
3.707646000E1,1.017922852E3
3.715646781E1,1.017930176E3
3.723646156E1,1.017958984E3
3.731646000E1,1.017951172E3
3.739646000E1,1.017927734E3
3.747646000E1,1.017916504E3
3.755646000E1,1.017943848E3
3.763646000E1,1.017950684E3
3.771646156E1,1.017952148E3
3.779646156E1,1.017976562E3
3.787646156E1,1.017975586E3
3.795646000E1,1.017946777E3
3.803646781E1,1.017937012E3
3.811646156E1,1.017964355E3
3.819646000E1,1.017958984E3
3.827646781E1,1.017954102E3
3.835646000E1,1.017982910E3
3.843646000E1,1.017995605E3
3.851646000E1,1.017966309E3
3.859646000E1,1.017937500E3
3.867646156E1,1.017947754E3
3.875646000E1,1.017975098E3
3.883646000E1,1.017969238E3
3.891646000E1,1.017992676E3
3.899646000E1,1.017978027E3
3.907646000E1,1.017949219E3
3.915646156E1,1.017932617E3
3.923646156E1,1.017955078E3
3.931646000E1,1.017959473E3
3.939646000E1,1.017968750E3
3.947646000E1,1.017974121E3
3.955646000E1,1.017966797E3
3.963646156E1,1.017937988E3
3.971646000E1,1.017937988E3
3.979646156E1,1.017954590E3
3.987646156E1,1.017951660E3
3.995646156E1,1.017970215E3
4.003646000E1,1.017989746E3
4.011646156E1,1.017960938E3
4.019646156E1,1.017931641E3
4.027646000E1,1.017941895E3
4.035646000E1,1.017946777E3
4.043646156E1,1.017952637E3
4.051646156E1,1.017968262E3
4.059646156E1,1.017967285E3
4.067646000E1,1.017945312E3
4.075646000E1,1.017931152E3
4.083646000E1,1.017959961E3
4.091646000E1,1.017958008E3
4.099646000E1,1.017951660E3
4.107646000E1,1.017978027E3
4.115646156E1,1.017997559E3
4.123646156E1,1.017968750E3
4.131646000E1,1.017943359E3
4.139646000E1,1.017948242E3
4.147646000E1,1.017960449E3
4.155646000E1,1.017960938E3
4.163646000E1,1.017974609E3
4.171646000E1,1.017962891E3
4.179646156E1,1.017934082E3
4.187646156E1,1.017924805E3
4.195646000E1,1.017949707E3
4.203646000E1,1.017966309E3
4.211646000E1,1.017974609E3
4.219646000E1,1.017994141E3
4.227646156E1,1.017998535E3
4.235646156E1,1.017969727E3
4.243646000E1,1.017941406E3
4.251646156E1,1.017964844E3
4.259646156E1,1.017980957E3
4.267646000E1,1.017968750E3
4.275646000E1,1.017984863E3
4.283646000E1,1.017975586E3
4.291646000E1,1.017946777E3
4.299646000E1,1.017933594E3
4.307646000E1,1.017962402E3
4.315646156E1,1.017964355E3
4.323646000E1,1.017973633E3
4.331646156E1,1.017987305E3
4.339646000E1,1.017958496E3
4.347646000E1,1.017934082E3
4.355646000E1,1.017936523E3
4.363646000E1,1.017951660E3
4.371646000E1,1.017957031E3
4.379646000E1,1.017980957E3
4.387646000E1,1.017981934E3
4.395646156E1,1.017981934E3
4.403646000E1,1.017953125E3
4.411646000E1,1.017968262E3
4.419646000E1,1.017974121E3
4.427646000E1,1.017973145E3
4.435646000E1,1.017994629E3
4.443646000E1,1.017997070E3
4.451646000E1,1.017968262E3
4.459646000E1,1.017939453E3
4.467646000E1,1.017949219E3
4.475646000E1,1.017966797E3
4.483646000E1,1.017957520E3
4.491646156E1,1.017986328E3
4.499646000E1,1.017987305E3
4.507646000E1,1.017958496E3
4.515646156E1,1.017961914E3
4.523646000E1,1.017985352E3
4.531646000E1,1.017978516E3
4.539646000E1,1.017994629E3
4.547646000E1,1.018014160E3
4.555646000E1,1.018005371E3
4.563646000E1,1.017976562E3
4.571646000E1,1.017951660E3
4.579646000E1,1.017970703E3
4.587646000E1,1.017990234E3
4.595646000E1,1.017993652E3
4.603646156E1,1.017999512E3
4.611646000E1,1.017985352E3
4.619646000E1,1.017956055E3
4.627646000E1,1.017969727E3
4.635646000E1,1.017995117E3
4.643646000E1,1.017987793E3
4.651646156E1,1.018015137E3
4.659646156E1,1.018017578E3
4.667646000E1,1.017988770E3
4.675646000E1,1.017969238E3
4.683646000E1,1.017987793E3
4.691646000E1,1.017979004E3
4.699646000E1,1.017978027E3
4.707646000E1,1.018006836E3
4.715646156E1,1.017996582E3
4.723646156E1,1.017967285E3
4.731646156E1,1.017958008E3
4.739646000E1,1.017986816E3
4.747646000E1,1.017980469E3
4.755646000E1,1.017982910E3
4.763646000E1,1.018009277E3
4.771646156E1,1.018008301E3
4.779646000E1,1.017979492E3
4.787646156E1,1.017980957E3
4.795646000E1,1.017967773E3
4.803646000E1,1.017982910E3
4.811646000E1,1.017988770E3
4.819646000E1,1.018002441E3
4.827646000E1,1.017980469E3
4.835646469E1,1.017951660E3
4.843646000E1,1.017966309E3
4.851646000E1,1.017984863E3
4.859646156E1,1.017998535E3
4.867646000E1,1.018020508E3
4.875646000E1,1.018015625E3
4.883646000E1,1.017994629E3
4.891646156E1,1.017965820E3
4.899646000E1,1.017961426E3
4.907646156E1,1.017974609E3
4.915646156E1,1.017978027E3
4.923646000E1,1.018005859E3
4.931646000E1,1.017992188E3
4.939646000E1,1.017966309E3
4.947646000E1,1.017952148E3
4.955646000E1,1.017963867E3
4.963646000E1,1.017986816E3
4.971646000E1,1.017993652E3
4.979646000E1,1.018016602E3
4.987646156E1,1.018001953E3
4.995646156E1,1.017973145E3
5.003646000E1,1.017949707E3
5.011646000E1,1.017970215E3
5.019646000E1,1.017976562E3
5.027646000E1,1.017975586E3
5.035646000E1,1.017997559E3
5.043646000E1,1.017984863E3
5.051646156E1,1.017956055E3
5.059646156E1,1.017951660E3
5.067646000E1,1.017980469E3
5.075646000E1,1.017979980E3
5.083646000E1,1.017972656E3
5.091646156E1,1.018001465E3
5.099646000E1,1.017987305E3
5.107646000E1,1.017958496E3
5.115646000E1,1.017946777E3
5.123646000E1,1.017944824E3
5.131646156E1,1.017957031E3
5.139646000E1,1.017974121E3
5.147646000E1,1.017998047E3
5.155646000E1,1.017988770E3
5.163646156E1,1.017959961E3
5.171646156E1,1.017962891E3
5.179646000E1,1.017983398E3
5.187646156E1,1.017976074E3
5.195646156E1,1.017978516E3
5.203646000E1,1.018000488E3
5.211646000E1,1.017976562E3
5.219646000E1,1.017947266E3
5.227646000E1,1.017947266E3
5.235646000E1,1.017959961E3
5.243646000E1,1.017944824E3
5.251646156E1,1.017973633E3
5.259646156E1,1.017996094E3
5.267646156E1,1.017967285E3
5.275646156E1,1.017948242E3
5.283646000E1,1.017973145E3
5.291646156E1,1.017991699E3
5.299646000E1,1.017984375E3
5.307646000E1,1.018001465E3
5.315646000E1,1.017972656E3
5.323646000E1,1.017967773E3
5.331646156E1,1.017961914E3
5.339646000E1,1.017954102E3
5.347646000E1,1.017942871E3
5.355646000E1,1.017962402E3
5.363646000E1,1.017948730E3
5.371646000E1,1.017937500E3
5.379646000E1,1.017929199E3
5.387646156E1,1.017958008E3
5.395646156E1,1.017967773E3
5.403646156E1,1.017990234E3
5.411646000E1,1.018010742E3
5.419646156E1,1.017981934E3
5.427646000E1,1.017953125E3
5.435646156E1,1.017953125E3
5.443646156E1,1.017953125E3
5.451646156E1,1.017951660E3
5.459646156E1,1.017966797E3
5.467646156E1,1.017975098E3
5.475646000E1,1.017946289E3
5.483646000E1,1.017946289E3
5.491646156E1,1.017955078E3
5.499646000E1,1.017955078E3
5.507646000E1,1.017954102E3
5.515646000E1,1.017982910E3
5.523646156E1,1.017971191E3
5.531646000E1,1.017963867E3
5.539646000E1,1.017978027E3
5.547646000E1,1.017974609E3
5.555646625E1,1.017961426E3
5.563646000E1,1.017978516E3
5.571646000E1,1.017978516E3
5.579646000E1,1.017955566E3
5.587646156E1,1.017931152E3
5.595646156E1,1.017939941E3
5.603646156E1,1.017932129E3
5.611646000E1,1.017951172E3
5.619646000E1,1.017979980E3
5.627646000E1,1.017975586E3
5.635646000E1,1.017946777E3
5.643646000E1,1.017939453E3
5.651646156E1,1.017950684E3
5.659646156E1,1.017962891E3
5.667646156E1,1.017958984E3
5.675646000E1,1.017966309E3
5.683646000E1,1.017957520E3
5.691646000E1,1.017928711E3
5.699646000E1,1.017952148E3
5.707646000E1,1.017972656E3
5.715646000E1,1.017964355E3
5.723646156E1,1.017979980E3
5.731646156E1,1.018002930E3
5.739646156E1,1.017980957E3
5.747646000E1,1.017952148E3
5.755646000E1,1.017969727E3
5.763646156E1,1.017974609E3
5.771646000E1,1.017961426E3
5.779646000E1,1.017977539E3
5.787646156E1,1.017978027E3
5.795646156E1,1.017955078E3
5.803646000E1,1.017929199E3
5.811646156E1,1.017958496E3
5.819646000E1,1.017950195E3
5.827646000E1,1.017953125E3
5.835646000E1,1.017979980E3
5.843646000E1,1.017981445E3
5.851646000E1,1.017952637E3
5.859646156E1,1.017936035E3
5.867646156E1,1.017948242E3
5.875646156E1,1.017977539E3
5.883646000E1,1.017975098E3
5.891646625E1,1.017952637E3
5.899646000E1,1.017944824E3
5.907646000E1,1.017973633E3
5.915647094E1,1.017970215E3
5.923646156E1,1.017958984E3
5.931646000E1,1.017973145E3
5.939646000E1,1.017960938E3
5.947646000E1,1.017960938E3
5.955646469E1,1.017950195E3
5.963646000E1,1.017952148E3
5.971646000E1,1.017952148E3
5.979646000E1,1.017958496E3
5.987646156E1,1.017953613E3
5.995646000E1,1.017955566E3
6.003646156E1,1.017964844E3
6.011646000E1,1.017976562E3
6.019646000E1,1.017978027E3
6.027646000E1,1.017973145E3
6.035646000E1,1.017971680E3
6.043646000E1,1.017972656E3
6.051646000E1,1.017964844E3
6.059646156E1,1.017970215E3
6.067646000E1,1.017965332E3
6.075646000E1,1.017960938E3
6.083646000E1,1.017953613E3
6.091646000E1,1.017955566E3
6.099646156E1,1.017952148E3
6.107646000E1,1.017956055E3
6.115646000E1,1.017957520E3
6.123646156E1,1.017952148E3
6.131646156E1,1.017946777E3
6.139646000E1,1.017938965E3
6.147646000E1,1.017931152E3
6.155646000E1,1.017945312E3
6.163646156E1,1.017953613E3
6.171646156E1,1.017954102E3
6.179646000E1,1.017943848E3
6.187646156E1,1.017956055E3
6.195646000E1,1.017963379E3
6.203646156E1,1.017960938E3
6.211646000E1,1.017956055E3
6.219646000E1,1.017958984E3
6.227646000E1,1.017967285E3
6.235646000E1,1.017964844E3
6.243646000E1,1.017972168E3
6.251646000E1,1.017974609E3
6.259646156E1,1.017972656E3
6.267646000E1,1.017959961E3
6.275646000E1,1.017955566E3
